Date, Time, Event Number, Event Name, Event Details...
17 Oct 2022,15:03:28.026,2,CT Session Start (Auto),
17 Oct 2022,15:03:28.029,12,System Information,13210001,88:6B:0F:B5:E0:34,2.0.35.0,2.0.35,0f8fd817d
17 Oct 2022,15:17:44.278,8,start,113,62,78,66,15
17 Oct 2022,15:30:52.766,11,CT Session Stopped
