Date,Time,SPO2 (%),TimeStamp (mS)
17 Oct 2022,15:27:02.564,97,1666034822564
17 Oct 2022,15:27:05.119,97,1666034825119
17 Oct 2022,15:27:07.678,97,1666034827678
17 Oct 2022,15:27:10.218,97,1666034830218
17 Oct 2022,15:27:12.794,97,1666034832794
17 Oct 2022,15:27:15.335,97,1666034835335
17 Oct 2022,15:27:17.868,97,1666034837868
17 Oct 2022,15:27:20.448,97,1666034840449
17 Oct 2022,15:27:22.987,97,1666034842987
17 Oct 2022,15:27:25.545,97,1666034845545
17 Oct 2022,15:27:28.085,97,1666034848085
17 Oct 2022,15:27:30.633,98,1666034850633
17 Oct 2022,15:27:33.191,98,1666034853191
17 Oct 2022,15:27:35.732,98,1666034855732
17 Oct 2022,15:27:38.301,98,1666034858301
17 Oct 2022,15:27:40.848,98,1666034860848
17 Oct 2022,15:27:43.405,98,1666034863405
17 Oct 2022,15:27:45.937,98,1666034865937
17 Oct 2022,15:27:48.494,98,1666034868494
17 Oct 2022,15:27:51.057,98,1666034871057
17 Oct 2022,15:27:53.592,98,1666034873592
17 Oct 2022,15:27:56.133,98,1666034876133
17 Oct 2022,15:27:58.709,98,1666034878709
17 Oct 2022,15:28:01.249,98,1666034881249
17 Oct 2022,15:28:03.799,98,1666034883799
17 Oct 2022,15:28:06.356,98,1666034886356
17 Oct 2022,15:28:08.899,98,1666034888899
17 Oct 2022,15:28:11.449,98,1666034891449
17 Oct 2022,15:28:13.994,97,1666034893994
17 Oct 2022,15:28:16.564,97,1666034896564
17 Oct 2022,15:28:19.102,97,1666034899102
17 Oct 2022,15:28:21.645,97,1666034901645
17 Oct 2022,15:28:24.200,97,1666034904200
17 Oct 2022,15:28:26.758,97,1666034906758
17 Oct 2022,15:28:29.312,97,1666034909312
17 Oct 2022,15:28:31.859,97,1666034911859
17 Oct 2022,15:28:34.408,97,1666034914408
17 Oct 2022,15:28:36.966,97,1666034916966
17 Oct 2022,15:28:39.523,97,1666034919523
17 Oct 2022,15:28:42.060,97,1666034922060
17 Oct 2022,15:28:44.621,97,1666034924621
17 Oct 2022,15:28:47.174,97,1666034927174
17 Oct 2022,15:28:49.713,97,1666034929713
17 Oct 2022,15:28:52.271,97,1666034932271
17 Oct 2022,15:28:54.826,97,1666034934826
17 Oct 2022,15:28:57.366,97,1666034937366
17 Oct 2022,15:28:59.912,97,1666034939912
17 Oct 2022,15:29:02.462,98,1666034942462
17 Oct 2022,15:29:05.021,98,1666034945021
17 Oct 2022,15:29:07.581,98,1666034947581
17 Oct 2022,15:29:10.123,98,1666034950123
17 Oct 2022,15:29:12.670,98,1666034952670
17 Oct 2022,15:29:15.225,98,1666034955225
17 Oct 2022,15:29:17.790,98,1666034957790
17 Oct 2022,15:29:20.326,98,1666034960326
17 Oct 2022,15:29:22.880,98,1666034962880
17 Oct 2022,15:29:25.435,98,1666034965435
17 Oct 2022,15:29:27.975,98,1666034967975
17 Oct 2022,15:29:30.534,98,1666034970534
17 Oct 2022,15:29:33.087,98,1666034973087
17 Oct 2022,15:29:35.629,98,1666034975629
17 Oct 2022,15:29:38.186,98,1666034978186
17 Oct 2022,15:29:40.747,98,1666034980747
17 Oct 2022,15:29:43.289,98,1666034983289
17 Oct 2022,15:29:45.845,98,1666034985846
17 Oct 2022,15:29:48.376,98,1666034988376
17 Oct 2022,15:29:50.936,98,1666034990936
17 Oct 2022,15:29:53.505,98,1666034993505
17 Oct 2022,15:29:56.063,98,1666034996063
17 Oct 2022,15:29:58.601,97,1666034998601
17 Oct 2022,15:30:01.143,97,1666035001143
17 Oct 2022,15:30:03.698,98,1666035003698
17 Oct 2022,15:30:06.238,98,1666035006238
17 Oct 2022,15:30:08.794,98,1666035008794
17 Oct 2022,15:30:11.369,98,1666035011369
17 Oct 2022,15:30:13.892,97,1666035013892
17 Oct 2022,15:30:16.447,98,1666035016447
17 Oct 2022,15:30:19.004,98,1666035019004
17 Oct 2022,15:30:21.545,98,1666035021545
17 Oct 2022,15:30:24.115,98,1666035024115
17 Oct 2022,15:30:26.643,98,1666035026643
17 Oct 2022,15:30:29.202,98,1666035029202
17 Oct 2022,15:30:31.756,98,1666035031756
17 Oct 2022,15:30:34.307,97,1666035034307
17 Oct 2022,15:30:36.862,97,1666035036862
17 Oct 2022,15:30:39.412,98,1666035039412
17 Oct 2022,15:30:41.971,98,1666035041971
17 Oct 2022,15:30:44.515,97,1666035044515
17 Oct 2022,15:30:47.058,97,1666035047058
17 Oct 2022,15:30:49.628,98,1666035049628
17 Oct 2022,15:30:52.172,99,1666035052172
